realm,rating,cls,spec,play,win,lose
kelthuzad,192,mage,arcane,12,2,10
dalaran,191,mage,arcane,6,2,4
queldorei,191,mage,arcane,6,2,4
tichondrius,96,mage,arcane,6,1,5
bleeding-hollow,96,mage,arcane,6,1,5
tichondrius,96,mage,arcane,6,1,5
emerald-dream,96,mage,arcane,6,1,5
stormrage,96,mage,arcane,6,1,5
moon-guard,96,mage,arcane,6,1,5
sargeras,96,mage,arcane,6,1,5
tichondrius,96,mage,arcane,12,1,11
zuljin,63,mage,arcane,2,2,0
illidan,2122,mage,fire,138,69,69
sargeras,2115,mage,fire,75,38,37
illidan,2044,mage,fire,126,66,60
tichondrius,1904,mage,fire,73,34,39
tichondrius,1891,mage,fire,66,33,33
area-52,1843,mage,fire,66,37,29
kargath,1839,mage,fire,60,32,28
tichondrius,1828,mage,fire,47,25,22
farstriders,1820,mage,fire,30,19,11
tichondrius,1810,mage,fire,54,38,16
tichondrius,1802,mage,fire,42,22,20
zuljin,1776,mage,fire,36,20,16
turalyon,1767,mage,fire,90,50,40
illidan,1735,mage,fire,53,27,26
senjin,1686,mage,fire,54,29,25
sargeras,1627,mage,fire,42,22,20
barthilas,1622,mage,fire,42,24,18
stormrage,1615,mage,fire,36,22,14
barthilas,1602,mage,fire,60,33,27
bleeding-hollow,1600,mage,fire,36,19,17
area-52,1597,mage,fire,42,21,21
sargeras,1596,mage,fire,48,19,29
area-52,1592,mage,fire,36,19,17
tichondrius,1584,mage,fire,33,21,12
malganis,1574,mage,fire,36,29,7
sargeras,1563,mage,fire,51,21,30
bloodhoof,1558,mage,fire,42,24,18
tichondrius,1544,mage,fire,35,26,9
tichondrius,1540,mage,fire,66,36,30
tichondrius,1510,mage,fire,66,33,33
sargeras,1506,mage,fire,54,27,27
illidan,1483,mage,fire,59,32,27
stormrage,1476,mage,fire,54,31,23
darkspear,1459,mage,fire,53,26,27
tichondrius,1449,mage,fire,29,17,12
cenarius,1449,mage,fire,42,20,22
sargeras,1437,mage,fire,36,16,20
emerald-dream,1428,mage,fire,24,16,8
sargeras,1418,mage,fire,24,15,9
eredar,1412,mage,fire,36,23,13
tichondrius,1406,mage,fire,30,19,11
tichondrius,1395,mage,fire,35,21,14
area-52,1394,mage,fire,60,28,32
tichondrius,1360,mage,fire,32,16,16
dentarg,1356,mage,fire,33,20,13
stormrage,1353,mage,fire,25,15,10
illidan,1339,mage,fire,18,14,4
tichondrius,1336,mage,fire,42,16,26
tichondrius,1332,mage,fire,18,14,4
malganis,1328,mage,fire,24,14,10
greymane,1316,mage,fire,43,21,22
sargeras,1292,mage,fire,30,16,14
azralon,1290,mage,fire,45,19,26
proudmoore,1267,mage,fire,42,21,21
blades-edge,1261,mage,fire,48,22,26
laughing-skull,1260,mage,fire,17,14,3
proudmoore,1253,mage,fire,24,14,10
malganis,1245,mage,fire,24,13,11
azralon,1244,mage,fire,24,13,11
malganis,1243,mage,fire,30,13,17
tichondrius,1242,mage,fire,18,13,5
tichondrius,1233,mage,fire,24,13,11
ravencrest,1227,mage,fire,30,13,17
tichondrius,1218,mage,fire,30,13,17
azralon,1217,mage,fire,18,13,5
tichondrius,1215,mage,fire,22,13,9
ragnaros,1205,mage,fire,30,14,16
frostmourne,1184,mage,fire,42,20,22
kelthuzad,1152,mage,fire,18,12,6
kelthuzad,1144,mage,fire,24,12,12
ragnaros,1141,mage,fire,24,12,12
ragnaros,1139,mage,fire,24,14,10
tichondrius,1136,mage,fire,18,12,6
stormrage,1132,mage,fire,30,12,18
tichondrius,1112,mage,fire,47,21,26
tichondrius,1095,mage,fire,23,12,11
tichondrius,1085,mage,fire,20,12,8
quelthalas,1075,mage,fire,21,14,7
moon-guard,1056,mage,fire,18,11,7
tichondrius,1055,mage,fire,12,11,1
tichondrius,1053,mage,fire,18,11,7
moon-guard,1051,mage,fire,24,11,13
moon-guard,1050,mage,fire,24,11,13
nagrand,1049,mage,fire,24,11,13
tichondrius,1048,mage,fire,24,11,13
antonidas,1045,mage,fire,18,11,7
tichondrius,1041,mage,fire,34,13,21
proudmoore,1038,mage,fire,21,11,10
nordrassil,1026,mage,fire,24,11,13
ragnaros,967,mage,fire,19,11,8
ysera,965,mage,fire,96,40,56
kelthuzad,960,mage,fire,18,10,8
ragnaros,960,mage,fire,18,10,8
tichondrius,960,mage,fire,18,10,8
sargeras,960,mage,fire,21,11,10
stormrage,959,mage,fire,18,10,8
malorne,957,mage,fire,24,10,14
tichondrius,943,mage,fire,24,12,12
stormrage,893,mage,fire,20,10,10
bleeding-hollow,884,mage,fire,31,11,20
frostmourne,863,mage,fire,18,9,9
dalaran,860,mage,fire,24,9,15
garona,858,mage,fire,21,10,11
frostmourne,857,mage,fire,18,9,9
azralon,832,mage,fire,18,9,9
kelthuzad,830,mage,fire,14,10,4
sargeras,829,mage,fire,26,10,16
lightbringer,819,mage,fire,26,10,16
tichondrius,812,mage,fire,21,9,12
tichondrius,768,mage,fire,12,8,4
stormrage,768,mage,fire,12,8,4
frostmourne,768,mage,fire,12,8,4
proudmoore,768,mage,fire,18,8,10
tichondrius,767,mage,fire,12,8,4
tichondrius,767,mage,fire,12,8,4
aerie-peak,766,mage,fire,18,8,10
windrunner,750,mage,fire,12,8,4
hydraxis,718,mage,fire,11,8,3
emerald-dream,718,mage,fire,15,8,7
stormrage,672,mage,fire,12,7,5
stormrage,672,mage,fire,12,7,5
shadowmoon,672,mage,fire,12,7,5
emerald-dream,672,mage,fire,12,7,5
tichondrius,672,mage,fire,12,7,5
zuljin,672,mage,fire,12,7,5
malganis,672,mage,fire,12,7,5
emerald-dream,672,mage,fire,12,7,5
emerald-dream,672,mage,fire,12,7,5
area-52,671,mage,fire,12,7,5
daggerspine,671,mage,fire,12,7,5
moon-guard,671,mage,fire,12,7,5
barthilas,670,mage,fire,12,7,5
frostmourne,623,mage,fire,11,7,4
ragnaros,576,mage,fire,6,6,0
stormrage,576,mage,fire,12,6,6
tichondrius,576,mage,fire,12,6,6
area-52,576,mage,fire,12,6,6
tichondrius,576,mage,fire,12,6,6
area-52,576,mage,fire,12,6,6
sargeras,576,mage,fire,12,6,6
frostmourne,576,mage,fire,12,6,6
tichondrius,576,mage,fire,18,6,12
malfurion,575,mage,fire,12,6,6
khaz-modan,574,mage,fire,12,6,6
nagrand,567,mage,fire,12,6,6
moon-guard,559,mage,fire,18,7,11
stormrage,527,mage,fire,15,6,9
uther,512,mage,fire,16,6,10
tichondrius,480,mage,fire,6,5,1
frostmourne,480,mage,fire,6,5,1
bleeding-hollow,480,mage,fire,6,5,1
tichondrius,480,mage,fire,6,5,1
nemesis,480,mage,fire,6,5,1
malganis,480,mage,fire,12,5,7
thrall,480,mage,fire,12,5,7
illidan,480,mage,fire,12,5,7
tichondrius,480,mage,fire,12,5,7
kelthuzad,480,mage,fire,12,5,7
zuljin,480,mage,fire,12,5,7
moon-guard,480,mage,fire,12,5,7
blood-furnace,480,mage,fire,12,5,7
tichondrius,480,mage,fire,12,5,7
tichondrius,480,mage,fire,12,5,7
moon-guard,480,mage,fire,12,5,7
darkspear,480,mage,fire,12,5,7
tichondrius,480,mage,fire,15,6,9
tichondrius,480,mage,fire,18,5,13
tichondrius,479,mage,fire,24,5,19
hyjal,447,mage,fire,11,5,6
darkspear,415,mage,fire,8,5,3
illidan,400,mage,fire,13,5,8
quelthalas,384,mage,fire,6,4,2
tichondrius,384,mage,fire,6,4,2
malganis,384,mage,fire,6,4,2
turalyon,384,mage,fire,6,4,2
kelthuzad,384,mage,fire,6,4,2
quelthalas,384,mage,fire,6,4,2
area-52,384,mage,fire,6,4,2
mugthol,384,mage,fire,6,4,2
sargeras,384,mage,fire,6,4,2
illidan,384,mage,fire,6,4,2
illidan,384,mage,fire,6,4,2
stormrage,384,mage,fire,6,4,2
tichondrius,384,mage,fire,6,4,2
hyjal,384,mage,fire,6,4,2
hyjal,384,mage,fire,6,4,2
dalaran,384,mage,fire,6,4,2
tichondrius,384,mage,fire,6,4,2
tichondrius,384,mage,fire,6,4,2
tichondrius,384,mage,fire,12,4,8
frostmourne,384,mage,fire,12,4,8
ragnaros,384,mage,fire,12,4,8
dark-iron,384,mage,fire,12,4,8
kelthuzad,384,mage,fire,12,4,8
saurfang,384,mage,fire,12,4,8
bronzebeard,384,mage,fire,12,4,8
azralon,384,mage,fire,12,4,8
azralon,384,mage,fire,12,4,8
nemesis,384,mage,fire,18,4,14
bleeding-hollow,384,mage,fire,18,4,14
illidan,383,mage,fire,6,4,2
tichondrius,383,mage,fire,8,4,4
illidan,383,mage,fire,17,5,12
sargeras,382,mage,fire,6,4,2
ragnaros,288,mage,fire,6,3,3
azralon,288,mage,fire,6,3,3
frostmane,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
barthilas,288,mage,fire,6,3,3
draenor,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
kelthuzad,288,mage,fire,6,3,3
ragnaros,288,mage,fire,6,3,3
dalaran,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
area-52,288,mage,fire,6,3,3
frostmourne,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
frostmourne,288,mage,fire,6,3,3
runetotem,288,mage,fire,6,3,3
tichondrius,288,mage,fire,6,3,3
stormrage,288,mage,fire,6,3,3
area-52,288,mage,fire,6,3,3
frostmourne,288,mage,fire,6,3,3
wildhammer,288,mage,fire,6,3,3
whisperwind,288,mage,fire,6,3,3
malorne,288,mage,fire,6,3,3
silvermoon,288,mage,fire,6,3,3
illidan,288,mage,fire,6,3,3
illidan,288,mage,fire,6,3,3
zuljin,288,mage,fire,6,3,3
anetheron,288,mage,fire,6,3,3
zuljin,288,mage,fire,6,3,3
tichondrius,288,mage,fire,12,3,9
quelthalas,288,mage,fire,12,3,9
dalaran,288,mage,fire,12,3,9
stonemaul,287,mage,fire,6,3,3
sargeras,286,mage,fire,6,3,3
kargath,286,mage,fire,6,3,3
proudmoore,255,mage,fire,11,3,8
malganis,207,mage,fire,9,3,6
warsong,192,mage,fire,6,2,4
proudmoore,192,mage,fire,6,2,4
stormrage,192,mage,fire,6,2,4
sargeras,192,mage,fire,6,2,4
bleeding-hollow,192,mage,fire,6,2,4
anvilmar,192,mage,fire,6,2,4
deathwing,192,mage,fire,6,2,4
sargeras,192,mage,fire,6,2,4
dunemaul,192,mage,fire,6,2,4
tichondrius,192,mage,fire,6,2,4
kelthuzad,192,mage,fire,6,2,4
stormrage,192,mage,fire,6,2,4
stormscale,192,mage,fire,6,2,4
turalyon,192,mage,fire,6,2,4
stormrage,192,mage,fire,6,2,4
tichondrius,192,mage,fire,6,2,4
whisperwind,192,mage,fire,6,2,4
tichondrius,192,mage,fire,6,2,4
quelthalas,192,mage,fire,6,2,4
quelthalas,192,mage,fire,6,2,4
garona,192,mage,fire,6,2,4
black-dragonflight,192,mage,fire,6,2,4
malganis,192,mage,fire,6,2,4
area-52,192,mage,fire,6,2,4
amanthul,192,mage,fire,6,2,4
frostmourne,192,mage,fire,6,2,4
frostmourne,192,mage,fire,6,2,4
barthilas,192,mage,fire,6,2,4
tichondrius,192,mage,fire,11,2,9
executus,192,mage,fire,12,2,10
darrowmere,192,mage,fire,12,2,10
nemesis,160,mage,fire,10,2,8
quelthalas,144,mage,fire,3,3,0
malganis,138,mage,fire,16,3,13
dalaran,112,mage,fire,7,2,5
moon-guard,96,mage,fire,3,2,1
area-52,96,mage,fire,6,1,5
burning-legion,96,mage,fire,6,1,5
gorefiend,96,mage,fire,6,1,5
stormrage,96,mage,fire,6,1,5
stormrage,96,mage,fire,6,1,5
shattered-halls,96,mage,fire,6,1,5
aegwynn,96,mage,fire,6,1,5
bonechewer,96,mage,fire,6,1,5
area-52,96,mage,fire,6,1,5
tichondrius,96,mage,fire,6,1,5
tichondrius,96,mage,fire,6,1,5
tichondrius,96,mage,fire,6,1,5
frostmourne,96,mage,fire,6,1,5
barthilas,96,mage,fire,7,1,6
terokkar,95,mage,fire,6,1,5
kelthuzad,79,mage,fire,5,1,4
bleeding-hollow,31,mage,fire,2,1,1
tichondrius,2224,mage,frost,120,65,55
tichondrius,1870,mage,frost,59,28,31
tichondrius,1869,mage,frost,70,40,30
ragnaros,1857,mage,frost,72,31,41
tichondrius,1839,mage,frost,47,22,25
tichondrius,1818,mage,frost,30,19,11
uldum,1796,mage,frost,42,25,17
ysera,1776,mage,frost,84,47,37
tichondrius,1721,mage,frost,66,29,37
illidan,1719,mage,frost,26,20,6
malganis,1705,mage,frost,42,24,18
stormrage,1701,mage,frost,33,19,14
stormrage,1689,mage,frost,41,24,17
kelthuzad,1684,mage,frost,63,30,33
sargeras,1680,mage,frost,26,19,7
tichondrius,1679,mage,frost,59,33,26
kiljaeden,1677,mage,frost,80,36,44
tichondrius,1662,mage,frost,39,21,18
illidan,1662,mage,frost,48,24,24
stormrage,1657,mage,frost,42,19,23
barthilas,1656,mage,frost,54,20,34
kelthuzad,1627,mage,frost,35,21,14
llane,1626,mage,frost,45,21,24
kirin-tor,1618,mage,frost,30,17,13
korgath,1612,mage,frost,51,27,24
sargeras,1604,mage,frost,42,18,24
area-52,1599,mage,frost,90,39,51
nemesis,1595,mage,frost,50,23,27
frostmourne,1582,mage,frost,30,21,9
nemesis,1555,mage,frost,48,24,24
quelthalas,1551,mage,frost,30,18,12
bladefist,1551,mage,frost,76,44,32
tichondrius,1542,mage,frost,32,19,13
tichondrius,1536,mage,frost,194,94,100
area-52,1533,mage,frost,54,31,23
ragnaros,1530,mage,frost,30,16,14
frostmourne,1514,mage,frost,43,25,18
terenas,1494,mage,frost,54,23,31
malganis,1475,mage,frost,65,32,33
nemesis,1463,mage,frost,46,20,26
black-dragonflight,1463,mage,frost,42,17,25
emerald-dream,1453,mage,frost,141,65,76
stormrage,1452,mage,frost,75,39,36
illidan,1446,mage,frost,33,18,15
skullcrusher,1441,mage,frost,64,39,25
emerald-dream,1434,mage,frost,56,30,26
moon-guard,1421,mage,frost,59,29,30
moon-guard,1415,mage,frost,36,19,17
illidan,1410,mage,frost,88,52,36
tichondrius,1402,mage,frost,87,39,48
garrosh,1391,mage,frost,33,17,16
azralon,1382,mage,frost,58,30,28
ragnaros,1350,mage,frost,71,33,38
tichondrius,1346,mage,frost,54,24,30
chogall,1339,mage,frost,30,14,16
barthilas,1314,mage,frost,18,14,4
emerald-dream,1308,mage,frost,35,14,21
alterac-mountains,1305,mage,frost,30,15,15
ragnaros,1298,mage,frost,39,20,19
dreadmaul,1257,mage,frost,44,18,26
moonrunner,1251,mage,frost,36,19,17
tichondrius,1247,mage,frost,24,13,11
khazgoroth,1246,mage,frost,36,21,15
blackrock,1230,mage,frost,29,13,16
nemesis,1217,mage,frost,42,22,20
zuljin,1216,mage,frost,24,13,11
tichondrius,1197,mage,frost,24,13,11
area-52,1194,mage,frost,30,21,9
proudmoore,1187,mage,frost,35,14,21
quelthalas,1183,mage,frost,86,37,49
tichondrius,1173,mage,frost,48,21,27
echo-isles,1171,mage,frost,48,22,26
area-52,1167,mage,frost,80,38,42
wyrmrest-accord,1156,mage,frost,29,16,13
tichondrius,1152,mage,frost,24,12,12
illidan,1141,mage,frost,30,17,13
tichondrius,1140,mage,frost,21,12,9
tichondrius,1140,mage,frost,30,12,18
area-52,1119,mage,frost,29,12,17
bleeding-hollow,1119,mage,frost,29,12,17
stormrage,1111,mage,frost,28,13,15
ragnaros,1102,mage,frost,26,12,14
tichondrius,1080,mage,frost,54,21,33
quelthalas,1076,mage,frost,28,12,16
bleeding-hollow,1073,mage,frost,29,12,17
sargeras,1056,mage,frost,18,11,7
zuljin,1056,mage,frost,24,11,13
sargeras,1055,mage,frost,24,11,13
tichondrius,1054,mage,frost,18,11,7
norgannon,1054,mage,frost,24,11,13
tichondrius,1053,mage,frost,27,12,15
wyrmrest-accord,1051,mage,frost,25,11,14
dunemaul,1040,mage,frost,20,11,9
tichondrius,1025,mage,frost,18,14,4
moon-guard,1024,mage,frost,24,11,13
jaedenar,1019,mage,frost,16,12,4
borean-tundra,1013,mage,frost,40,11,29
area-52,1007,mage,frost,23,12,11
tichondrius,1006,mage,frost,17,11,6
icecrown,1006,mage,frost,43,12,31
tichondrius,1002,mage,frost,62,24,38
andorhal,996,mage,frost,23,11,12
area-52,972,mage,frost,32,14,18
archimonde,960,mage,frost,18,11,7
stormreaver,960,mage,frost,18,10,8
tichondrius,960,mage,frost,18,10,8
bleeding-hollow,959,mage,frost,18,10,8
ysera,959,mage,frost,18,10,8
tichondrius,959,mage,frost,18,10,8
dalaran,959,mage,frost,24,10,14
tichondrius,959,mage,frost,24,10,14
area-52,959,mage,frost,24,10,14
frostmourne,959,mage,frost,24,10,14
frostmane,959,mage,frost,27,11,16
moon-guard,957,mage,frost,18,10,8
zuljin,956,mage,frost,24,10,14
dreadmaul,955,mage,frost,30,10,20
aegwynn,952,mage,frost,18,10,8
dunemaul,952,mage,frost,21,11,10
ragnaros,946,mage,frost,18,10,8
dalaran,939,mage,frost,18,10,8
drakthul,917,mage,frost,65,28,37
ragnaros,905,mage,frost,17,12,5
azralon,890,mage,frost,17,10,7
stormrage,864,mage,frost,12,9,3
tichondrius,864,mage,frost,18,9,9
stormrage,863,mage,frost,18,9,9
burning-legion,862,mage,frost,18,9,9
tichondrius,862,mage,frost,24,9,15
moon-guard,861,mage,frost,20,9,11
emerald-dream,860,mage,frost,16,10,6
illidan,815,mage,frost,17,9,8
bleeding-hollow,810,mage,frost,23,11,12
anvilmar,798,mage,frost,14,9,5
sargeras,782,mage,frost,19,9,10
frostmourne,768,mage,frost,12,8,4
stormrage,768,mage,frost,18,8,10
blood-furnace,767,mage,frost,12,8,4
thrall,767,mage,frost,12,8,4
proudmoore,767,mage,frost,12,8,4
barthilas,767,mage,frost,18,8,10
zuljin,766,mage,frost,12,8,4
tichondrius,752,mage,frost,27,10,17
detheroc,748,mage,frost,12,8,4
alexstrasza,735,mage,frost,29,8,21
thrall,719,mage,frost,11,8,3
tichondrius,719,mage,frost,11,8,3
quelthalas,717,mage,frost,11,8,3
moon-guard,683,mage,frost,13,8,5
tichondrius,672,mage,frost,9,8,1
stormrage,672,mage,frost,12,7,5
tichondrius,672,mage,frost,12,7,5
stormrage,672,mage,frost,12,7,5
stormrage,672,mage,frost,12,7,5
illidan,672,mage,frost,12,7,5
tichondrius,672,mage,frost,12,7,5
thrall,672,mage,frost,17,8,9
tichondrius,672,mage,frost,18,7,11
barthilas,672,mage,frost,18,7,11
barthilas,672,mage,frost,18,7,11
illidan,671,mage,frost,12,7,5
dunemaul,671,mage,frost,12,7,5
whisperwind,671,mage,frost,12,7,5
tichondrius,671,mage,frost,18,7,11
blackrock,671,mage,frost,18,7,11
lightnings-blade,671,mage,frost,30,7,23
ragnaros,669,mage,frost,12,7,5
azralon,667,mage,frost,12,7,5
emerald-dream,662,mage,frost,12,7,5
drakkari,640,mage,frost,16,7,9
barthilas,639,mage,frost,14,8,6
area-52,623,mage,frost,11,7,4
blackhand,621,mage,frost,15,8,7
ragnaros,603,mage,frost,11,7,4
kelthuzad,585,mage,frost,18,11,7
sargeras,576,mage,frost,12,6,6
tichondrius,576,mage,frost,12,6,6
stormreaver,576,mage,frost,12,6,6
illidan,576,mage,frost,12,6,6
tichondrius,576,mage,frost,12,6,6
illidan,576,mage,frost,12,6,6
sargeras,576,mage,frost,12,6,6
quelthalas,576,mage,frost,12,6,6
moon-guard,576,mage,frost,12,6,6
illidan,576,mage,frost,18,6,12
anvilmar,575,mage,frost,12,6,6
sargeras,575,mage,frost,12,6,6
illidan,575,mage,frost,12,6,6
thrall,575,mage,frost,12,6,6
zuluhed,575,mage,frost,18,6,12
doomhammer,572,mage,frost,12,6,6
zuljin,543,mage,frost,11,6,5
elune,528,mage,frost,9,6,3
warsong,510,mage,frost,20,6,14
stormrage,508,mage,frost,16,6,10
tichondrius,480,mage,frost,6,5,1
tichondrius,480,mage,frost,6,5,1
zuljin,480,mage,frost,6,5,1
area-52,480,mage,frost,6,5,1
proudmoore,480,mage,frost,6,5,1
terenas,480,mage,frost,6,5,1
proudmoore,480,mage,frost,6,5,1
illidan,480,mage,frost,6,5,1
korgath,480,mage,frost,6,5,1
frostmourne,480,mage,frost,12,5,7
draka,480,mage,frost,12,5,7
tichondrius,480,mage,frost,12,5,7
stormrage,480,mage,frost,12,5,7
area-52,480,mage,frost,12,5,7
tichondrius,480,mage,frost,12,5,7
tichondrius,480,mage,frost,12,5,7
frostmourne,480,mage,frost,12,5,7
alexstrasza,480,mage,frost,12,5,7
tichondrius,480,mage,frost,18,5,13
thaurissan,479,mage,frost,12,5,7
sargeras,479,mage,frost,24,5,19
moon-guard,478,mage,frost,12,5,7
tichondrius,463,mage,frost,11,5,6
skullcrusher,400,mage,frost,7,5,2
stormrage,384,mage,frost,6,4,2
demon-soul,384,mage,frost,6,4,2
quelthalas,384,mage,frost,6,4,2
tichondrius,384,mage,frost,6,4,2
tichondrius,384,mage,frost,6,4,2
tichondrius,384,mage,frost,6,4,2
darkspear,384,mage,frost,6,4,2
mannoroth,384,mage,frost,6,4,2
mannoroth,384,mage,frost,6,4,2
tichondrius,384,mage,frost,6,4,2
hyjal,384,mage,frost,6,4,2
ragnaros,384,mage,frost,6,4,2
illidan,384,mage,frost,6,4,2
proudmoore,384,mage,frost,6,4,2
proudmoore,384,mage,frost,6,4,2
velen,384,mage,frost,6,4,2
illidan,384,mage,frost,6,4,2
aerie-peak,384,mage,frost,6,4,2
illidan,384,mage,frost,6,4,2
tichondrius,384,mage,frost,6,4,2
frostmourne,384,mage,frost,12,4,8
tichondrius,384,mage,frost,12,4,8
tichondrius,384,mage,frost,12,4,8
moon-guard,384,mage,frost,12,4,8
area-52,384,mage,frost,12,4,8
laughing-skull,384,mage,frost,12,4,8
aegwynn,384,mage,frost,12,4,8
bladefist,384,mage,frost,12,4,8
proudmoore,384,mage,frost,12,4,8
moon-guard,384,mage,frost,12,4,8
khazgoroth,384,mage,frost,12,4,8
onyxia,383,mage,frost,6,4,2
moon-guard,383,mage,frost,12,4,8
khazgoroth,382,mage,frost,6,4,2
mugthol,382,mage,frost,12,4,8
quelthalas,351,mage,frost,11,4,7
whisperwind,351,mage,frost,11,4,7
area-52,349,mage,frost,14,7,7
ysera,329,mage,frost,6,5,1
proudmoore,319,mage,frost,5,4,1
boulderfist,319,mage,frost,5,4,1
malganis,304,mage,frost,7,4,3
tichondrius,288,mage,frost,6,3,3
zuljin,288,mage,frost,6,3,3
illidan,288,mage,frost,6,3,3
frostmourne,288,mage,frost,6,3,3
spinebreaker,288,mage,frost,6,3,3
boulderfist,288,mage,frost,6,3,3
kelthuzad,288,mage,frost,6,3,3
tichondrius,288,mage,frost,6,3,3
frostmourne,288,mage,frost,6,3,3
emerald-dream,288,mage,frost,6,3,3
malfurion,288,mage,frost,6,3,3
frostmourne,288,mage,frost,6,3,3
tichondrius,288,mage,frost,6,3,3
tichondrius,288,mage,frost,6,3,3
drakthul,288,mage,frost,6,3,3
silvermoon,288,mage,frost,6,3,3
emerald-dream,288,mage,frost,6,3,3
stormrage,288,mage,frost,6,3,3
moon-guard,288,mage,frost,6,3,3
tichondrius,288,mage,frost,6,3,3
tichondrius,288,mage,frost,6,3,3
area-52,288,mage,frost,6,3,3
area-52,288,mage,frost,6,3,3
tichondrius,288,mage,frost,6,3,3
ursin,288,mage,frost,6,3,3
destromath,288,mage,frost,6,3,3
malganis,288,mage,frost,6,3,3
ragnaros,288,mage,frost,6,3,3
drakkari,288,mage,frost,6,3,3
stormrage,288,mage,frost,6,3,3
wyrmrest-accord,288,mage,frost,6,3,3
nerzhul,288,mage,frost,6,3,3
nemesis,288,mage,frost,6,3,3
tichondrius,288,mage,frost,6,3,3
azralon,288,mage,frost,6,3,3
spirestone,288,mage,frost,6,3,3
baelgun,288,mage,frost,6,3,3
ragnaros,288,mage,frost,6,3,3
tichondrius,288,mage,frost,10,4,6
ragnaros,288,mage,frost,12,3,9
illidan,288,mage,frost,12,3,9
area-52,288,mage,frost,12,3,9
tichondrius,288,mage,frost,12,3,9
muradin,287,mage,frost,6,3,3
bleeding-hollow,286,mage,frost,6,3,3
undermine,239,mage,frost,11,3,8
emerald-dream,234,mage,frost,13,4,9
azralon,234,mage,frost,19,4,15
greymane,192,mage,frost,4,3,1
blood-furnace,192,mage,frost,4,3,1
black-dragonflight,192,mage,frost,6,2,4
jaedenar,192,mage,frost,6,2,4
azuremyst,192,mage,frost,6,2,4
sargeras,192,mage,frost,6,2,4
area-52,192,mage,frost,6,2,4
area-52,192,mage,frost,6,2,4
kul-tiras,192,mage,frost,6,2,4
hakkar,192,mage,frost,6,2,4
hakkar,192,mage,frost,6,2,4
area-52,192,mage,frost,6,2,4
kelthuzad,192,mage,frost,6,2,4
kelthuzad,192,mage,frost,6,2,4
quelthalas,192,mage,frost,6,2,4
illidan,192,mage,frost,6,2,4
darkspear,192,mage,frost,6,2,4
shattered-halls,192,mage,frost,6,2,4
darkspear,192,mage,frost,6,2,4
perenolde,192,mage,frost,6,2,4
nerzhul,192,mage,frost,6,2,4
blackrock,192,mage,frost,6,2,4
frostmourne,192,mage,frost,6,2,4
stormrage,192,mage,frost,6,2,4
tichondrius,192,mage,frost,6,2,4
tichondrius,192,mage,frost,6,2,4
tichondrius,192,mage,frost,6,2,4
